0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.30
0.0	1.29
0.0	1.29
0.0	1.30
0.0	1.30
0.0	1.30
0.0	1.30
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
0.0	1.28
0.0	1.28
0.0	1.28
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
10.0	1.2
6.2	1.8
0.0	1.28
0.0	1.28
0.0	1.28
0.0	1.28
0.0	1.28
0.0	1.28
0.0	1.28
0.0	1.28
0.0	1.28
0.0	1.28
0.0	1.28
0.0	1.28
0.0	1.28
0.0	1.28
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
0.0	1.29
